Date,Open,High,Low,Close,Adj Close,Volume
27/11/18,2663.75,2682.530029,2655.889893,2682.169922,2682.169922,3485220000
28/11/18,2691.449951,2744,2684.379883,2743.790039,2743.790039,3951670000
29/11/18,2736.969971,2753.75,2722.939941,2737.800049,2737.800049,3560770000
30/11/18,2737.76001,2760.879883,2732.76001,2760.169922,2760.169922,4658580000
3/12/18,2790.5,2800.179932,2773.379883,2790.370117,2790.370117,4186060000
4/12/18,2782.429932,2785.929932,2697.179932,2700.060059,2700.060059,4499840000
6/12/18,2663.51001,2696.149902,2621.530029,2695.949951,2695.949951,5141470000
7/12/18,2691.26001,2708.540039,2623.139893,2633.080078,2633.080078,4216690000
10/12/18,2630.860107,2647.51001,2583.22998,2637.719971,2637.719971,4151030000
11/12/18,2664.439941,2674.350098,2621.300049,2636.780029,2636.780029,3905870000
12/12/18,2658.22998,2685.439941,2650.26001,2651.070068,2651.070068,3958890000
13/12/18,2658.699951,2670.189941,2637.27002,2650.540039,2650.540039,3927720000
14/12/18,2629.679932,2635.070068,2593.840088,2599.949951,2599.949951,4035020000
17/12/18,2590.75,2601.129883,2530.540039,2545.939941,2545.939941,4616350000
18/12/18,2559.899902,2573.98999,2528.709961,2546.159912,2546.159912,4470880000
19/12/18,2547.050049,2585.290039,2488.959961,2506.959961,2506.959961,5127940000
20/12/18,2496.77002,2509.629883,2441.179932,2467.419922,2467.419922,5585780000
21/12/18,2465.379883,2504.409912,2408.550049,2416.620117,2416.620117,7609010000
24/12/18,2400.560059,2410.340088,2351.100098,2351.100098,2351.100098,2613930000
26/12/18,2363.120117,2467.76001,2346.580078,2467.699951,2467.699951,4233990000
27/12/18,2442.5,2489.100098,2397.939941,2488.830078,2488.830078,4096610000
28/12/18,2498.77002,2520.27002,2472.889893,2485.73999,2485.73999,3702620000
31/12/18,2498.939941,2509.23999,2482.820068,2506.850098,2506.850098,3442870000
2/1/19,2476.959961,2519.48999,2467.469971,2510.030029,2510.030029,3733160000
3/1/19,2491.919922,2493.139893,2443.959961,2447.889893,2447.889893,3822860000
4/1/19,2474.330078,2538.070068,2474.330078,2531.939941,2531.939941,4213410000
7/1/19,2535.610107,2566.159912,2524.560059,2549.689941,2549.689941,4104710000
8/1/19,2568.110107,2579.820068,2547.560059,2574.409912,2574.409912,4083030000
9/1/19,2580,2595.320068,2568.889893,2584.959961,2584.959961,4052480000
10/1/19,2573.51001,2597.820068,2562.02002,2596.639893,2596.639893,3704500000
11/1/19,2588.110107,2596.27002,2577.399902,2596.26001,2596.26001,3434490000
14/1/19,2580.310059,2589.320068,2570.409912,2582.610107,2582.610107,3664450000
15/1/19,2585.100098,2613.080078,2585.100098,2610.300049,2610.300049,3572330000
16/1/19,2614.75,2625.76001,2612.679932,2616.100098,2616.100098,3863770000
17/1/19,2609.280029,2645.060059,2606.360107,2635.959961,2635.959961,3772270000
18/1/19,2651.27002,2675.469971,2647.580078,2670.709961,2670.709961,3986730000
22/1/19,2657.879883,2657.879883,2617.27002,2632.899902,2632.899902,3908030000
23/1/19,2643.47998,2653.189941,2612.860107,2638.699951,2638.699951,3335610000
24/1/19,2638.840088,2647.199951,2627.01001,2642.330078,2642.330078,3433250000
25/1/19,2657.439941,2672.379883,2657.330078,2664.76001,2664.76001,3814080000
28/1/19,2644.969971,2644.969971,2624.060059,2643.850098,2643.850098,3612810000
29/1/19,2644.889893,2650.929932,2631.050049,2640,2640,3504200000
30/1/19,2653.620117,2690.439941,2648.340088,2681.050049,2681.050049,3867810000
31/1/19,2685.48999,2708.949951,2678.649902,2704.100098,2704.100098,4917650000
1/2/19,2702.320068,2716.659912,2696.879883,2706.530029,2706.530029,3759270000
4/2/19,2706.48999,2724.98999,2698.75,2724.870117,2724.870117,3359840000
5/2/19,2728.340088,2738.97998,2724.030029,2737.699951,2737.699951,3560430000
6/2/19,2735.050049,2738.080078,2724.149902,2731.610107,2731.610107,3472690000
7/2/19,2717.530029,2719.320068,2687.26001,2706.050049,2706.050049,4099490000
8/2/19,2692.360107,2708.070068,2681.830078,2707.879883,2707.879883,3622330000
11/2/19,2712.399902,2718.050049,2703.790039,2709.800049,2709.800049,3361970000
12/2/19,2722.610107,2748.189941,2722.610107,2744.72998,2744.72998,3827770000
13/2/19,2750.300049,2761.850098,2748.629883,2753.030029,2753.030029,3670770000
14/2/19,2743.5,2757.899902,2731.22998,2745.72998,2745.72998,3836700000
15/2/19,2760.23999,2775.659912,2760.23999,2775.600098,2775.600098,3641370000
19/2/19,2769.280029,2787.330078,2767.290039,2779.76001,2779.76001,3533710000
20/2/19,2779.050049,2789.879883,2774.060059,2784.699951,2784.699951,3835450000
21/2/19,2780.23999,2781.580078,2764.550049,2774.879883,2774.879883,3559710000
22/2/19,2780.669922,2794.199951,2779.110107,2792.669922,2792.669922,3427810000
25/2/19,2804.350098,2813.48999,2794.98999,2796.110107,2796.110107,3804380000
26/2/19,2792.360107,2803.120117,2789.469971,2793.899902,2793.899902,3645680000
27/2/19,2787.5,2795.76001,2775.129883,2792.379883,2792.379883,3767130000
28/2/19,2788.110107,2793.72998,2782.51001,2784.48999,2784.48999,4396930000
1/3/19,2798.219971,2808.02002,2787.379883,2803.689941,2803.689941,3972280000
4/3/19,2814.370117,2816.879883,2767.659912,2792.810059,2792.810059,3919810000
5/3/19,2794.409912,2796.439941,2782.969971,2789.649902,2789.649902,3585690000
6/3/19,2790.27002,2790.27002,2768.689941,2771.449951,2771.449951,3786600000
7/3/19,2766.530029,2767.25,2739.090088,2748.929932,2748.929932,3904860000
8/3/19,2730.790039,2744.129883,2722.27002,2743.070068,2743.070068,3423130000
11/3/19,2747.610107,2784,2747.610107,2783.300049,2783.300049,3749030000
12/3/19,2787.340088,2798.320068,2786.72998,2791.52002,2791.52002,3414230000
13/3/19,2799.780029,2821.23999,2799.780029,2810.919922,2810.919922,3766150000
14/3/19,2810.379883,2815,2803.459961,2808.47998,2808.47998,3469730000
15/3/19,2810.790039,2830.72998,2810.790039,2822.47998,2822.47998,5962730000
18/3/19,2822.610107,2835.409912,2821.98999,2832.939941,2832.939941,3552190000
19/3/19,2840.76001,2852.419922,2823.27002,2832.570068,2832.570068,3620220000
20/3/19,2831.340088,2843.540039,2812.429932,2824.22998,2824.22998,3771200000
21/3/19,2819.719971,2860.310059,2817.379883,2854.879883,2854.879883,3546800000
22/3/19,2844.52002,2846.159912,2800.469971,2800.709961,2800.709961,4237200000
25/3/19,2796.01001,2809.790039,2785.02002,2798.360107,2798.360107,3376580000
26/3/19,2812.659912,2829.870117,2803.98999,2818.459961,2818.459961,3266050000
27/3/19,2819.719971,2825.560059,2787.719971,2805.370117,2805.370117,3372930000
28/3/19,2809.399902,2819.709961,2798.77002,2815.439941,2815.439941,3158170000
29/3/19,2828.27002,2836.030029,2819.22998,2834.399902,2834.399902,3740700000
1/4/19,2848.629883,2869.399902,2848.629883,2867.189941,2867.189941,3500760000
2/4/19,2868.23999,2872.899902,2858.75,2867.23999,2867.23999,3246900000
3/4/19,2876.090088,2885.25,2865.169922,2873.399902,2873.399902,3550240000
4/4/19,2873.98999,2881.280029,2867.139893,2879.389893,2879.389893,3015180000
5/4/19,2884.159912,2893.23999,2882.98999,2892.73999,2892.73999,3146820000
8/4/19,2888.459961,2895.949951,2880.780029,2895.77002,2895.77002,3054030000
9/4/19,2886.580078,2886.879883,2873.330078,2878.199951,2878.199951,3007980000
