Date,Open,High,Low,Close,Adj Close,Volume
10/4/19,2881.370117,2889.709961,2879.129883,2888.209961,2888.209961,3062380000
11/4/19,2891.919922,2893.419922,2881.98999,2888.320068,2888.320068,2938540000
12/4/19,2900.860107,2910.540039,2898.370117,2907.409912,2907.409912,3688490000
15/4/19,2908.320068,2909.600098,2896.47998,2905.580078,2905.580078,3088330000
16/4/19,2912.26001,2916.060059,2900.709961,2907.060059,2907.060059,3402210000
17/4/19,2916.040039,2918,2895.449951,2900.449951,2900.449951,3602300000
18/4/19,2904.810059,2908.399902,2891.899902,2905.030029,2905.030029,3506850000
22/4/19,2898.780029,2909.51001,2896.350098,2907.969971,2907.969971,2997950000
23/4/19,2909.98999,2936.310059,2908.530029,2933.679932,2933.679932,3635030000
24/4/19,2934,2936.830078,2926.050049,2927.25,2927.25,3448960000
25/4/19,2928.98999,2933.100098,2912.840088,2926.169922,2926.169922,3425280000
26/4/19,2925.810059,2939.879883,2917.560059,2939.879883,2939.879883,3248500000
29/4/19,2940.580078,2949.52002,2939.350098,2943.030029,2943.030029,3118780000
30/4/19,2937.139893,2948.219971,2924.110107,2945.830078,2945.830078,3919330000
1/5/19,2952.330078,2954.129883,2923.360107,2923.72998,2923.72998,3645850000
2/5/19,2922.159912,2931.679932,2900.5,2917.52002,2917.52002,3778890000
3/5/19,2929.209961,2947.850098,2929.209961,2945.639893,2945.639893,3338120000
6/5/19,2908.889893,2937.320068,2898.209961,2932.469971,2932.469971,3181520000
7/5/19,2913.030029,2913.030029,2862.600098,2884.050049,2884.050049,3767100000
8/5/19,2879.610107,2897.959961,2873.280029,2879.419922,2879.419922,3485790000
9/5/19,2859.840088,2875.969971,2836.399902,2870.719971,2870.719971,3638820000
10/5/19,2863.100098,2891.310059,2825.389893,2881.399902,2881.399902,3529600000
13/5/19,2840.189941,2840.189941,2801.429932,2811.870117,2811.870117,3894030000
14/5/19,2820.120117,2852.540039,2820.120117,2834.409912,2834.409912,3322720000
15/5/19,2820.379883,2858.679932,2815.080078,2850.959961,2850.959961,3125950000
16/5/19,2855.800049,2892.149902,2855.800049,2876.320068,2876.320068,3338060000
17/5/19,2858.600098,2885.47998,2854.22998,2859.530029,2859.530029,3257950000
20/5/19,2841.939941,2853.860107,2831.290039,2840.22998,2840.22998,3288870000
21/5/19,2854.02002,2868.879883,2854.02002,2864.360107,2864.360107,3218700000
22/5/19,2856.060059,2865.469971,2851.110107,2856.27002,2856.27002,3192510000
23/5/19,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3891980000
24/5/19,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000
28/5/19,2830.030029,2840.51001,2801.580078,2802.389893,2802.389893,4121410000
29/5/19,2790.25,2792.030029,2766.060059,2783.02002,2783.02002,3700050000
30/5/19,2786.939941,2799,2776.73999,2788.860107,2788.860107,3273790000
31/5/19,2766.149902,2768.97998,2750.52002,2752.060059,2752.060059,3981020000
3/6/19,2751.530029,2763.070068,2728.810059,2744.449951,2744.449951,3966700000
4/6/19,2762.639893,2804.48999,2762.639893,2803.27002,2803.27002,3810430000
5/6/19,2818.090088,2827.280029,2800.919922,2826.149902,2826.149902,3548830000
6/6/19,2828.51001,2852.100098,2822.449951,2843.48999,2843.48999,3396410000
7/6/19,2852.870117,2884.969971,2852.870117,2873.340088,2873.340088,3220250000
10/6/19,2885.830078,2904.77002,2885.51001,2886.72998,2886.72998,3209210000
11/6/19,2903.27002,2910.610107,2878.530029,2885.719971,2885.719971,3548420000
12/6/19,2882.72998,2888.570068,2874.679932,2879.840088,2879.840088,3034130000
13/6/19,2886.23999,2895.23999,2881.98999,2891.639893,2891.639893,3069810000
14/6/19,2886.820068,2894.449951,2879.620117,2886.97998,2886.97998,2922330000
17/6/19,2889.75,2897.27002,2887.300049,2889.669922,2889.669922,2810140000
18/6/19,2906.709961,2930.790039,2905.439941,2917.75,2917.75,3437620000
19/6/19,2920.550049,2931.73999,2911.429932,2926.459961,2926.459961,3287890000
20/6/19,2949.600098,2958.060059,2931.5,2954.179932,2954.179932,3905940000
21/6/19,2952.709961,2964.149902,2946.870117,2950.459961,2950.459961,5000120000
24/6/19,2951.419922,2954.919922,2944.050049,2945.350098,2945.350098,3136250000
25/6/19,2945.780029,2946.52002,2916.01001,2917.379883,2917.379883,3578050000
26/6/19,2926.070068,2932.590088,2912.98999,2913.780029,2913.780029,3478130000
27/6/19,2919.659912,2929.300049,2918.570068,2924.919922,2924.919922,3122920000
28/6/19,2932.939941,2943.97998,2929.050049,2941.76001,2941.76001,5420700000
1/7/19,2971.409912,2977.929932,2952.219971,2964.330078,2964.330078,3513270000
2/7/19,2964.659912,2973.209961,2955.919922,2973.01001,2973.01001,3206840000
3/7/19,2978.080078,2995.840088,2977.959961,2995.820068,2995.820068,1963720000
5/7/19,2984.25,2994.030029,2967.969971,2990.409912,2990.409912,2434210000
8/7/19,2979.77002,2980.76001,2970.090088,2975.949951,2975.949951,2904550000
9/7/19,2965.52002,2981.899902,2963.439941,2979.629883,2979.629883,3028210000
10/7/19,2989.300049,3002.97998,2984.620117,2993.070068,2993.070068,3154240000
11/7/19,2999.620117,3002.330078,2988.800049,2999.909912,2999.909912,3154620000
12/7/19,3003.360107,3013.919922,3001.870117,3013.77002,3013.77002,2974960000
15/7/19,3017.800049,3017.800049,3008.77002,3014.300049,3014.300049,2874970000
16/7/19,3012.129883,3015.02002,3001.149902,3004.040039,3004.040039,3290650000
17/7/19,3005.100098,3005.26001,2984.25,2984.419922,2984.419922,3181600000
18/7/19,2978.870117,2998.280029,2973.090088,2995.110107,2995.110107,3296580000
19/7/19,3004.26001,3006.02002,2975.860107,2976.610107,2976.610107,3260360000
22/7/19,2981.929932,2990.709961,2976.649902,2985.030029,2985.030029,3003720000
23/7/19,2994.73999,3005.899902,2988.560059,3005.469971,3005.469971,3313660000
24/7/19,2998.77002,3019.590088,2996.820068,3019.560059,3019.560059,3428980000
25/7/19,3016.26001,3016.310059,2997.23999,3003.669922,3003.669922,3645270000
26/7/19,3013.25,3027.97998,3012.590088,3025.860107,3025.860107,3257590000
29/7/19,3024.469971,3025.610107,3014.300049,3020.969971,3020.969971,3203710000
30/7/19,3007.659912,3017.189941,3000.939941,3013.179932,3013.179932,3634330000
31/7/19,3016.219971,3017.399902,2958.080078,2980.379883,2980.379883,4623430000
1/8/19,2980.320068,3013.590088,2945.22998,2953.560059,2953.560059,4762300000
2/8/19,2943.899902,2945.5,2914.110107,2932.050049,2932.050049,3874660000
5/8/19,2898.070068,2898.070068,2822.120117,2844.73999,2844.73999,4513730000
6/8/19,2861.179932,2884.399902,2847.419922,2881.77002,2881.77002,4154240000
7/8/19,2858.649902,2892.169922,2825.709961,2883.97998,2883.97998,4491750000
8/8/19,2896.209961,2938.719971,2894.469971,2938.090088,2938.090088,4106370000
9/8/19,2930.51001,2935.75,2900.149902,2918.649902,2918.649902,3350640000
12/8/19,2907.070068,2907.580078,2873.139893,2882.699951,2882.699951,2851630000
13/8/19,2880.719971,2943.310059,2877.050049,2926.320068,2926.320068,3853600000
14/8/19,2894.149902,2894.149902,2839.639893,2840.600098,2840.600098,4312530000
15/8/19,2846.199951,2856.669922,2825.51001,2847.600098,2847.600098,4038000000
16/8/19,2864.73999,2893.629883,2864.73999,2888.679932,2888.679932,3498150000
19/8/19,2913.47998,2931,2913.47998,2923.649902,2923.649902,3212880000
20/8/19,2919.01001,2923.629883,2899.600098,2900.51001,2900.51001,3066300000
21/8/19,2922.040039,2928.72998,2917.909912,2924.429932,2924.429932,3011190000
22/8/19,2930.939941,2939.080078,2904.51001,2922.949951,2922.949951,2890880000
23/8/19,2911.070068,2927.01001,2834.969971,2847.110107,2847.110107,3937300000
26/8/19,2866.699951,2879.27002,2856,2878.379883,2878.379883,2857600000
27/8/19,2893.139893,2898.790039,2860.590088,2869.159912,2869.159912,3533630000
28/8/19,2861.280029,2890.030029,2853.050049,2887.939941,2887.939941,3097420000
29/8/19,2910.370117,2930.5,2905.669922,2924.580078,2924.580078,3176190000
30/8/19,2937.090088,2940.429932,2913.320068,2926.459961,2926.459961,3008450000
3/9/19,2909.01001,2914.389893,2891.850098,2906.27002,2906.27002,3426790000
4/9/19,2924.669922,2938.840088,2921.860107,2937.780029,2937.780029,3163260000
5/9/19,2960.600098,2985.860107,2960.600098,2976,2976,3890700000
6/9/19,2980.330078,2985.030029,2972.51001,2978.709961,2978.709961,3208280000
9/9/19,2988.429932,2989.429932,2969.389893,2978.429932,2978.429932,4002890000
10/9/19,2971.01001,2979.389893,2957.01001,2979.389893,2979.389893,4390770000
11/9/19,2981.409912,3000.929932,2975.310059,3000.929932,3000.929932,3927550000
12/9/19,3009.080078,3020.73999,3000.919922,3009.570068,3009.570068,3791860000
13/9/19,3012.209961,3017.330078,3002.899902,3007.389893,3007.389893,3520060000
16/9/19,2996.409912,3002.189941,2990.669922,2997.959961,2997.959961,4274640000
17/9/19,2995.669922,3006.209961,2993.72998,3005.699951,3005.699951,3671840000
18/9/19,3001.5,3007.830078,2978.570068,3006.72998,3006.72998,3435540000
19/9/19,3010.360107,3021.98999,3003.159912,3006.790039,3006.790039,3251290000
20/9/19,3008.419922,3016.370117,2984.679932,2992.070068,2992.070068,6094740000
23/9/19,2983.5,2999.149902,2982.22998,2991.780029,2991.780029,3186590000
24/9/19,3002.429932,3007.97998,2957.72998,2966.600098,2966.600098,3868160000
25/9/19,2968.350098,2989.820068,2952.860107,2984.870117,2984.870117,3318870000
26/9/19,2985.72998,2987.280029,2963.709961,2977.620117,2977.620117,3077240000
27/9/19,2985.469971,2987.310059,2945.530029,2961.790039,2961.790039,3243650000
30/9/19,2967.070068,2983.850098,2967.070068,2976.73999,2976.73999,3247610000
1/10/19,2983.689941,2992.530029,2938.699951,2940.25,2940.25,3558040000
2/10/19,2924.780029,2924.780029,2874.929932,2887.610107,2887.610107,3912520000
3/10/19,2885.379883,2911.129883,2855.939941,2910.629883,2910.629883,3503640000
4/10/19,2918.560059,2953.73999,2918.560059,2952.01001,2952.01001,2990830000
7/10/19,2944.22998,2959.75,2935.679932,2938.790039,2938.790039,2940140000
8/10/19,2920.399902,2925.469971,2892.659912,2893.060059,2893.060059,3356450000
9/10/19,2911.100098,2929.320068,2907.409912,2919.399902,2919.399902,2726820000
10/10/19,2918.550049,2948.459961,2917.120117,2938.129883,2938.129883,3217250000
11/10/19,2963.070068,2993.280029,2963.070068,2970.27002,2970.27002,3580460000
14/10/19,2965.810059,2972.840088,2962.939941,2966.149902,2966.149902,2557020000
15/10/19,2973.610107,3003.280029,2973.610107,2995.679932,2995.679932,3340740000
16/10/19,2989.679932,2997.540039,2985.199951,2989.689941,2989.689941,3222570000
17/10/19,3000.77002,3008.290039,2991.790039,2997.949951,2997.949951,3115960000
18/10/19,2996.840088,3000,2976.310059,2986.199951,2986.199951,3264290000
21/10/19,2996.47998,3007.330078,2995.350098,3006.719971,3006.719971,3271620000
22/10/19,3010.72998,3014.570068,2995.040039,2995.98999,2995.98999,3523890000
23/10/19,2994.01001,3004.780029,2991.209961,3004.52002,3004.52002,3392870000
24/10/19,3014.780029,3016.070068,3000.419922,3010.290039,3010.290039,3692600000
25/10/19,3003.320068,3027.389893,3001.939941,3022.550049,3022.550049,3370370000
28/10/19,3032.120117,3044.080078,3032.120117,3039.419922,3039.419922,3521230000
29/10/19,3035.389893,3047.870117,3034.810059,3036.889893,3036.889893,3589930000
30/10/19,3039.73999,3050.100098,3025.959961,3046.77002,3046.77002,3776030000
31/10/19,3046.899902,3046.899902,3023.189941,3037.560059,3037.560059,4139280000
1/11/19,3050.719971,3066.949951,3050.719971,3066.909912,3066.909912,3930200000
4/11/19,3078.959961,3085.199951,3074.870117,3078.27002,3078.27002,4146850000
5/11/19,3080.800049,3083.949951,3072.149902,3074.620117,3074.620117,4486130000
6/11/19,3075.100098,3078.340088,3065.889893,3076.780029,3076.780029,4458190000
7/11/19,3087.02002,3097.77002,3080.22998,3085.179932,3085.179932,4144640000
8/11/19,3081.25,3093.090088,3073.580078,3093.080078,3093.080078,3499150000
11/11/19,3080.330078,3088.330078,3075.820068,3087.01001,3087.01001,3035530000
12/11/19,3089.280029,3102.610107,3084.72998,3091.840088,3091.840088,3466010000
13/11/19,3084.179932,3098.060059,3078.800049,3094.040039,3094.040039,3509280000
14/11/19,3090.75,3098.199951,3083.26001,3096.629883,3096.629883,3276070000
15/11/19,3107.919922,3120.459961,3104.600098,3120.459961,3120.459961,3335650000
18/11/19,3117.909912,3124.169922,3112.060059,3122.030029,3122.030029,3436690000
19/11/19,3127.449951,3127.639893,3113.469971,3120.179932,3120.179932,3590070000
20/11/19,3114.659912,3118.969971,3091.409912,3108.459961,3108.459961,4034890000
21/11/19,3108.48999,3110.110107,3094.550049,3103.540039,3103.540039,3720560000
22/11/19,3111.409912,3112.870117,3099.26001,3110.290039,3110.290039,3226780000
25/11/19,3117.439941,3133.830078,3117.439941,3133.639893,3133.639893,3511530000
26/11/19,3134.850098,3142.689941,3131,3140.52002,3140.52002,4595590000
